Paper, URL, Conference, Year,data,description,txtName
Elligator: elliptic-curve points indistinguishable from uniform random strings.,http://doi.acm.org/10.1145/2508859.2516734,ccs,2013,,,p967-bernstein.txt
Gatling: Automatic Attack Discovery in Large-Scale Distributed Systems.,http://www.internetsociety.org/gatling-automatic-attack-discovery-large-scale-distributed-systems,ndss,2012,,,13_1.txt
A First Look at Quality of Mobile Live Streaming Experience: the Case of Periscope.,http://dl.acm.org/citation.cfm?id=2987472,imc,2016,,,p477-siekkinen.txt
Language-based Defenses Against Untrusted Browser Origins.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/bhargavan,uss,2013,,,sec13-paper_bhargavan.txt
From Facepalm to Brain Bender: Exploring Client-Side Cross-Site Scripting.,http://doi.acm.org/10.1145/2810103.2813625,ccs,2015,,,p1419-stock.txt
In the Compression Hornet's Nest: A Security Study of Data Compression in Network Services.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/pellegrino,uss,2015,,,sec15-paper-pellegrino.txt
Imperfect Forward Secrecy: How Diffie-Hellman Fails in Practice.,http://doi.acm.org/10.1145/2810103.2813707,ccs,2015,,,p5-adrian.txt
Dedup Est Machina: Memory Deduplication as an Advanced Exploitation Vector.,https://doi.org/10.1109/SP.2016.63,sp,2016,,,07546546.txt
The impact of vendor customizations on android security.,http://doi.acm.org/10.1145/2508859.2516728,ccs,2013,,,p623-wu.txt
A security framework for the analysis and design of software attestation.,http://doi.acm.org/10.1145/2508859.2516650,ccs,2013,,,p1-armknecht.txt
ObliviAd: Provably Secure and Practical Online Behavioral Advertising.,https://doi.org/10.1109/SP.2012.25,sp,2012,,,06234417 2.31.52 PM.txt
Micro-Virtualization Memory Tracing to Detect and Prevent Spraying Attacks.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/stefano,uss,2016,,,sec16_paper_cristalli.txt
"Structural Data De-anonymization: Quantification, Practice, and Implications.",http://doi.acm.org/10.1145/2660267.2660278,ccs,2014,,,p1040-ji.txt
Breaking Integrated Circuit Device Security through Test Mode Silicon Reverse Engineering.,http://doi.acm.org/10.1145/2660267.2660301,ccs,2014,,,p549-kammerstetter.txt
The Emperor's New Password Manager: Security Analysis of Web-based Password Managers.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/li_zhiwei,uss,2014,,,sec14-paper-li-zhiwei 2.31.51 PM.txt
Sneaking Past the Firewall: Quantifying the Unexpected Traffic on Major TCP and UDP Ports.,http://dl.acm.org/citation.cfm?id=2987447,imc,2016,,,p231-alcock.txt
Code Reuse Attacks in PHP: Automated POP Chain Generation.,http://doi.acm.org/10.1145/2660267.2660363,ccs,2014,,,p42-dahse.txt
"FLUSH+RELOAD: A High Resolution, Low Noise, L3 Cache Side-Channel Attack.",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/yarom,uss,2014,,,sec14-paper-yarom 2.31.52 PM.txt
Post-quantum Key Exchange - A New Hope.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/alkim,uss,2016,,,sec16_paper_alkim.txt
S3: A Symbolic String Solver for Vulnerability Detection in Web Applications.,http://doi.acm.org/10.1145/2660267.2660372,ccs,2014,,,p1232-trinh.txt
Host Fingerprinting and Tracking on the Web: Privacy and Security Implications.,http://www.internetsociety.org/host-fingerprinting-and-tracking-web-privacy-and-security-implications,ndss,2012,,,11_3.txt
AS-level topology collection through looking glass servers.,http://doi.acm.org/10.1145/2504730.2504758,imc,2013,,,p235-khan.txt
Detection of Malicious PDF Files Based on Hierarchical Document Structure.,http://internetsociety.org/doc/detection-malicious-pdf-files-based-hierarchical-document-structure,ndss,2013,,,12_3_0.txt
On measuring the client-side DNS infrastructure.,http://doi.acm.org/10.1145/2504730.2504734,imc,2013,,,p77-schomp.txt
SoK: Everyone Hates Robocalls: A Survey of Techniques Against Telephone Spam.,https://doi.org/10.1109/SP.2016.27,sp,2016,,,07546510.txt
Greystar: Fast and Accurate Detection of SMS Spam Numbers in Large Cellular Networks Using Gray Phone Space.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/jiang,uss,2013,,,
BabelCrypt: The Universal Encryption Layer for Mobile Messaging Applications.,https://doi.org/10.1007/978-3-662-47854-7_21,fc,2015,,,paper_95.txt
Post-Mortem of a Zombie: Conficker Cleanup After Six Years.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/asghari,uss,2015,,,sec15-paper-asghari.txt
Virtual Proofs of Reality and their Physical Implementation.,https://doi.org/10.1109/SP.2015.12,sp,2015,,,07163019.txt
"Upgrading Your Android, Elevating My Malware: Privilege Escalation through Mobile OS Updating.",https://doi.org/10.1109/SP.2014.32,sp,2014,,,06956577.txt
Smashing the Gadgets: Hindering Return-Oriented Programming Using In-place Code Randomization.,https://doi.org/10.1109/SP.2012.41,sp,2012,,,06234439 2.31.52 PM.txt
LAVA: Large-Scale Automated Vulnerability Addition.,https://doi.org/10.1109/SP.2016.15,sp,2016,,,07546498.txt
On the Need of Physical Security for Small Embedded Devices: A Case Study with COMP128-1 Implementations in SIM Cards.,https://doi.org/10.1007/978-3-642-39884-1_20,fc,2013,,,4-3.txt
Nazca: Detecting Malware Distribution in Large-Scale Networks.,http://www.internetsociety.org/doc/nazca-detecting-malware-distribution-large-scale-networks,ndss,2014,,,11_1_1.txt
Practical Censorship Evasion Leveraging Content Delivery Networks.,http://doi.acm.org/10.1145/2976749.2978365,ccs,2016,,,p1715-zolfaghari 2.31.51 PM.txt
Gyrus: A Framework for User-Intent Monitoring of Text-based Networked Applications.,http://www.internetsociety.org/doc/gyrus-framework-user-intent-monitoring-text-based-networked-applications,ndss,2014,,,11_4_1.txt
Privacy-Preserving Distributed Stream Monitoring.,http://www.internetsociety.org/doc/privacy-preserving-distributed-stream-monitoring,ndss,2014,,,05_3_1.txt
ARPKI: Attack Resilient Public-Key Infrastructure.,http://doi.acm.org/10.1145/2660267.2660298,ccs,2014,,,p382-basin.txt
The UNIX Process Identity Crisis: A Standards-Driven Approach to Setuid.,http://doi.acm.org/10.1145/2660267.2660333,ccs,2014,,,p1391-dittmer.txt
AUDACIOUS: User-Driven Access Control with Unmodified Operating Systems.,http://doi.acm.org/10.1145/2976749.2978344,ccs,2016,,,p204-ringer 2.31.51 PM.txt
SoK: SSL and HTTPS: Revisiting Past Challenges and Evaluating Certificate Trust Model Enhancements.,https://doi.org/10.1109/SP.2013.41,sp,2013,,,
Taking Authenticated Range Queries to Arbitrary Dimensions.,http://doi.acm.org/10.1145/2660267.2660373,ccs,2014,,,p819-papadopoulos.txt
TaintPipe: Pipelined Symbolic Taint Analysis.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ming,uss,2015,,,sec15-paper-ming.txt
Multi-Ciphersuite Security of the Secure Shell (SSH) Protocol.,http://doi.acm.org/10.1145/2660267.2660286,ccs,2014,,,p369-bergsma.txt
Conducting an Ethical Study of Web Traffic.,https://www.usenix.org/conference/cset12/workshop-program/presentation/duncan,usscset,2012,,,cset12-final16.txt
Phoneypot: Data-driven Understanding of Telephony Threats.,http://www.internetsociety.org/doc/phoneypot-data-driven-understanding-telephony-threats,ndss,2015,,,03_2_3.txt
Leakage-Resilient Authentication and Encryption from Symmetric Cryptographic Primitives.,http://doi.acm.org/10.1145/2810103.2813626,ccs,2015,,,p96-pereira.txt
Fix Me Up: Repairing Access-Control Bugs in Web Applications.,http://internetsociety.org/doc/fix-me-repairing-access-control-bugs-web-applications,ndss,2013,,,12_1_0.txt
"Trends, Tips, Tolls: A Longitudinal Study of Bitcoin Transaction Fees.",https://doi.org/10.1007/978-3-662-48051-9_2,fcw,2015,,,
Strato: A Retargetable Framework for Low-Level Inlined-Reference Monitors.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/zeng,uss,2013,,,sec13-paper_zeng.txt
On the Practical (In-)Security of 64-bit Block Ciphers: Collision Attacks on HTTP over TLS and OpenVPN.,http://doi.acm.org/10.1145/2976749.2978423,ccs,2016,,,p456-bhargavan 2.31.51 PM.txt
Return to the Zombie Gadgets: Undermining Destructive Code Reads via Code Inference Attacks.,https://doi.org/10.1109/SP.2016.61,sp,2016,,,07546544.txt
Automatic Mediation of Privacy-Sensitive Resource Access in Smartphone Applications.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/livshits,uss,2013,,,sec13-paper_livshits.txt
Hypnoguard: Protecting Secrets across Sleep-wake Cycles.,http://doi.acm.org/10.1145/2976749.2978372,ccs,2016,,,p945-zhao 2.31.51 PM.txt
Cookieless Monster: Exploring the Ecosystem of Web-Based Device Fingerprinting.,https://doi.org/10.1109/SP.2013.43,sp,2013,,,
PCF: A Portable Circuit Format for Scalable Two-Party Secure Computation.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/kreuter,uss,2013,,,sec13-paper_kreuter.txt
DeTrust: Defeating Hardware Trust Verification with Stealthy Implicitly-Triggered Hardware Trojans.,http://doi.acm.org/10.1145/2660267.2660289,ccs,2014,,,p153-zhang.txt
Towards Discovering and Understanding Task Hijacking in Android.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ren-chuangang,uss,2015,,,sec15-paper-ren-chuangang.txt
Aligot: cryptographic function identification in obfuscated binary programs.,http://doi.acm.org/10.1145/2382196.2382217,ccs,2012,,,p169-calvet 2.31.53 PM.txt
ASLR-Guard: Stopping Address Space Leakage for Code Reuse Attacks.,http://doi.acm.org/10.1145/2810103.2813694,ccs,2015,,,
GPS software attacks.,http://doi.acm.org/10.1145/2382196.2382245,ccs,2012,,,p450-nighswander 2.31.53 PM.txt
FLEXDROID: Enforcing In-App Privilege Separation in Android.,http://www.internetsociety.org/sites/default/files/blogs-media/flexdroid-enforcing-in-app-privilege-separation-android.pdf,ndss,2016,,,
Inferring Complex AS Relationships.,http://doi.acm.org/10.1145/2663716.2663743,imc,2014,,,p23-giotsas.txt
ATRA: Address Translation Redirection Attack against Hardware-based External Monitors.,http://doi.acm.org/10.1145/2660267.2660303,ccs,2014,,,
Privacy-preserving Logarithmic-time Search on Encrypted Data in Cloud.,http://www.internetsociety.org/privacy-preserving-logarithmic-time-search-encrypted-data-cloud,ndss,2012,,,P04_1.txt
NEIGHBORWATCHER: A Content-Agnostic Comment Spam Inference System.,http://internetsociety.org/doc/neighborwatcher-content-agnostic-comment-spam-inference-system,ndss,2013,,,04_3_0.txt
Thermal Covert Channels on Multi-core Platforms.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/masti,uss,2015,,,sec15-paper-masti.txt
Resilience of Deployed TCP to Blind Attacks.,http://doi.acm.org/10.1145/2815675.2815700,imc,2015,,,p13-luckie.txt
The SICILIAN Defense: Signature-based Whitelisting of Web JavaScript.,http://doi.acm.org/10.1145/2810103.2813710,ccs,2015,,,p1542-soni.txt
DupLESS: Server-Aided Encryption for Deduplicated Storage.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/bellare,uss,2013,,,sec13-paper_bellare.txt
On the security of TLS renegotiation.,http://doi.acm.org/10.1145/2508859.2516694,ccs,2013,,,p387-giesen.txt
The Miner's Dilemma.,https://doi.org/10.1109/SP.2015.13,sp,2015,,,07163020.txt
AirBag: Boosting Smartphone Resistance to Malware Infection.,http://www.internetsociety.org/doc/airbag-boosting-smartphone-resistance-malware-infection,ndss,2014,,,10_2_1.txt
Information Flow Analysis of Android Applications in DroidSafe.,http://www.internetsociety.org/doc/information-flow-analysis-android-applications-droidsafe,ndss,2015,,,02_1_2.txt
I Forgot Your Password: Randomness Attacks Against PHP Applications.,https://www.usenix.org/conference/usenixsecurity12/technical-sessions/presentation/argyros,uss,2012,,,sec12-final218.txt
Early detection of malicious behavior in JavaScript code.,http://doi.acm.org/10.1145/2381896.2381901,ccsaisec,2012,,,p15-schutt 2.31.53 PM.txt
Memento: Learning Secrets from Process Footprints.,https://doi.org/10.1109/SP.2012.19,sp,2012,,,06234410 2.31.52 PM.txt
Slitheen: Perfectly Imitated Decoy Routing through Traffic Replacement.,http://doi.acm.org/10.1145/2976749.2978312,ccs,2016,,,p1702-bocovich.txt
Private and Secure Public-Key Distance Bounding - Application to NFC Payment.,https://doi.org/10.1007/978-3-662-47854-7_12,fc,2015,,,paper_46 (1).txt
bdrmap: Inference of Borders Between IP Networks.,http://dl.acm.org/citation.cfm?id=2987467,imc,2016,,,p381-luckie.txt
Measuring PUP Prevalence and PUP Distribution through Pay-Per-Install Services.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/kotzias,uss,2016,,,sec16_paper_kotzias.txt
Data-Oriented Programming: On the Expressiveness of Non-control Data Attacks.,https://doi.org/10.1109/SP.2016.62,sp,2016,,,07546545.txt
Towards Risk Scoring of Bitcoin Transactions.,https://doi.org/10.1007/978-3-662-44774-1_2,fcw,2014,,,
Measuring the Longitudinal Evolution of the Online Anonymous Marketplace Ecosystem.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/soska,uss,2015,,,sec15-paper-soska.txt
From .academy to .zone: An Analysis of the New TLD Land Rush.,http://doi.acm.org/10.1145/2815675.2815696,imc,2015,,,p381-halvorson.txt
AccelPrint: Imperfections of Accelerometers Make Smartphones Trackable.,http://www.internetsociety.org/doc/accelprint-imperfections-accelerometers-make-smartphones-trackable,ndss,2014,,,03_2_1.txt
Prescience: Probabilistic Guidance on the Retraining Conundrum for Malware Detection.,http://doi.acm.org/10.1145/2996758.2996769,ccsaisec,2016,,,p71-deo.txt
ABY - A Framework for Efficient Mixed-Protocol Secure Two-Party Computation.,http://www.internetsociety.org/doc/aby---framework-efficient-mixed-protocol-secure-two-party-computation,ndss,2015,,,08_2_1.txt
The Unexpected Dangers of Dynamic JavaScript.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/lekies,uss,2015,,,sec15-paper-lekies.txt
Precise enforcement of progress-sensitive security.,http://doi.acm.org/10.1145/2382196.2382289,ccs,2012,,,p881-moore 2.31.52 PM.txt
"Code Injection Attacks on HTML5-based Mobile Apps: Characterization, Detection and Mitigation.",http://doi.acm.org/10.1145/2660267.2660275,ccs,2014,,,p66-jin.txt
Error Handling of In-vehicle Networks Makes Them Vulnerable.,http://doi.acm.org/10.1145/2976749.2978302,ccs,2016,,,p1044-cho 2.31.51 PM.txt
Group Signatures with Probabilistic Revocation: A Computationally-Scalable Approach for Providing Privacy-Preserving Authentication.,http://doi.acm.org/10.1145/2810103.2813602,ccs,2015,,,p1334-kumar.txt
MASCOT: Faster Malicious Arithmetic Secure Computation with Oblivious Transfer.,http://doi.acm.org/10.1145/2976749.2978357,ccs,2016,,,p830-keller 2.31.51 PM.txt
System-level Non-interference for Constant-time Cryptography.,http://doi.acm.org/10.1145/2660267.2660283,ccs,2014,,,p1267-barthe.txt
Scap: stream-oriented network traffic capture and analysis for high-speed networks.,http://doi.acm.org/10.1145/2504730.2504750,imc,2013,,,p441-polychronakis.txt
"METDS - A Self-contained, Context-Based Detection System for Evil Twin Access Points.",https://doi.org/10.1007/978-3-662-47854-7_22,fc,2015,,,paper_53.txt
MoP-2-MoP - Mobile Private Microblogging.,https://doi.org/10.1007/978-3-662-45472-5_25,fc,2014,,,fc14_submission_99.txt
Understanding Mobile Traffic Patterns of Large Scale Cellular Towers in Urban Environment.,http://doi.acm.org/10.1145/2815675.2815680,imc,2015,,,p225-wang.txt
Targeted Online Password Guessing: An Underestimated Threat.,http://doi.acm.org/10.1145/2976749.2978339,ccs,2016,,,p1242-wang.txt
Needles in a Haystack: Mining Information from Public Dynamic Analysis Sandboxes for Malware Intelligence.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/graziano,uss,2015,,,sec15-paper-graziano.txt
ACTIDS: an active strategy for detecting and localizing network attacks.,http://doi.acm.org/10.1145/2517312.2517323,ccsaisec,2013,,,p55-menahem.txt
Beheading hydras: performing effective botnet takedowns.,http://doi.acm.org/10.1145/2508859.2516749,ccs,2013,,,p121-nadji.txt
All Your Screens Are Belong to Us: Attacks Exploiting the HTML5 Screen Sharing API.,https://doi.org/10.1109/SP.2014.10,sp,2014,,,06956555.txt
BeleniosRF: A Non-interactive Receipt-Free Electronic Voting Scheme.,http://doi.acm.org/10.1145/2976749.2978337,ccs,2016,,,
rBridge: User Reputation based Tor Bridge Distribution with Privacy Preservation.,http://internetsociety.org/doc/rbridge-user-reputation-based-tor-bridge-distribution-privacy-preservation,ndss,2013,,,09_2_0.txt
Security Protocols and Evidence: Where Many Payment Systems Fail.,https://doi.org/10.1007/978-3-662-45472-5_2,fc,2014,,,fc14_submission_124.txt
Best paper - Follow the money: understanding economics of online aggregation and advertising.,http://doi.acm.org/10.1145/2504730.2504768,imc,2013,,,
Towards SDN-Defined Programmable BYOD (Bring Your Own Device) Security.,http://www.internetsociety.org/sites/default/files/blogs-media/towards-sdn-defined-programmable-bring-your-own-device-security.pdf,ndss,2016,,,
Scriptless attacks: stealing the pie without touching the sill.,http://doi.acm.org/10.1145/2382196.2382276,ccs,2012,,,p760-heiderich 2.31.52 PM.txt
KCoFI: Complete Control-Flow Integrity for Commodity Operating System Kernels.,https://doi.org/10.1109/SP.2014.26,sp,2014,,,06956571.txt
Attribute-based Key Exchange with General Policies.,http://doi.acm.org/10.1145/2976749.2978359,ccs,2016,,,p1451-kolesnikov 2.31.51 PM.txt
GAME OF DECOYS: Optimal Decoy Routing Through Game Theory.,http://doi.acm.org/10.1145/2976749.2978367,ccs,2016,,,p1727-nasr 2.31.51 PM.txt
"Covert Channels through Random Number Generator: Mechanisms, Capacity Estimation and Mitigations.",http://doi.acm.org/10.1145/2976749.2978374,ccs,2016,,,p843-evtyushkin 2.31.51 PM.txt
AuthLoop: End-to-End Cryptographic Authentication for Telephony over Voice Channels.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/reaves,uss,2016,,,sec16_paper_reaves.txt
A Search Engine Backed by Internet-Wide Scanning.,http://doi.acm.org/10.1145/2810103.2813703,ccs,2015,,,p542-durumeric.txt
Egalitarian Computing.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/biryukov,uss,2016,,,sec16_paper_biryukov.txt
DREBIN: Effective and Explainable Detection of Android Malware in Your Pocket.,http://www.internetsociety.org/doc/drebin-effective-and-explainable-detection-android-malware-your-pocket,ndss,2014,,,11_3_1.txt
"UNVEIL: A Large-Scale, Automated Approach to Detecting Ransomware.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/kharaz,uss,2016,,,sec16_paper_kharraz.txt
Rational Zero: Economic Security for Zerocoin with Everlasting Anonymity.,https://doi.org/10.1007/978-3-662-44774-1_10,fcw,2014,,,
Not-So-Random Numbers in Virtualized Linux and the Whirlwind RNG.,https://doi.org/10.1109/SP.2014.42,sp,2014,,,06956587.txt
DRAMA: Exploiting DRAM Addressing for Cross-CPU Attacks.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/pessl,uss,2016,,,sec16_paper_pessl.txt
Proactively Accountable Anonymous Messaging in Verdict.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/corrigan-gibbs,uss,2013,,,sec13-paper_corrigan-gibbs.txt
Leave Me Alone: App-Level Protection against Runtime Information Gathering on Android.,https://doi.org/10.1109/SP.2015.61,sp,2015,,,07163068.txt
Community-Enhanced De-anonymization of Online Social Networks.,http://doi.acm.org/10.1145/2660267.2660324,ccs,2014,,,p537-nilizadeh.txt
"Secure, Precise, and Fast Floating-Point Operations on x86 Processors.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/rane,uss,2016,,,sec16_paper_rane.txt
Throttling Tor Bandwidth Parasites.,https://www.usenix.org/conference/usenixsecurity12/technical-sessions/presentation/jansen,uss,2012,,,05_4.txt
Towards Making Systems Forget with Machine Unlearning.,https://doi.org/10.1109/SP.2015.35,sp,2015,,,07163042.txt
Static Detection of Second-Order Vulnerabilities in Web Applications.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/dahse,uss,2014,,,sec14-paper-dahse 2.31.52 PM.txt
GOTCHA password hackers!,http://doi.acm.org/10.1145/2517312.2517319,ccsaisec,2013,,,p25-blocki.txt
"Peek-a-Boo, I Still See You: Why Efficient Traffic Analysis Countermeasures Fail.",https://doi.org/10.1109/SP.2012.28,sp,2012,,,06234422 2.31.52 PM.txt
An Internet-Wide View of Internet-Wide Scanning.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/durumeric,uss,2014,,,sec14-paper-durumeric 2.31.52 PM.txt
The Quest to Replace Passwords: A Framework for Comparative Evaluation of Web Authentication Schemes.,https://doi.org/10.1109/SP.2012.44,sp,2012,,,
Steal This Movie: Automatically Bypassing DRM Protection in Streaming Media Services.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/wang_ruoyu,uss,2013,,,sec13-paper_wang_3.txt
Automating Reverse Engineering with Machine Learning Techniques.,http://doi.acm.org/10.1145/2666652.2666665,ccsaisec,2014,,,p103-anderson.txt
CoDisasm: Medium Scale Concatic Disassembly of Self-Modifying Binaries with Overlapping Instructions.,http://doi.acm.org/10.1145/2810103.2813627,ccs,2015,,,p745-bonfante.txt
Persistent OSPF Attacks.,http://www.internetsociety.org/persistent-ospf-attacks,ndss,2012,,,P01_3.txt
High-Speed Inter-Domain Fault Localization.,https://doi.org/10.1109/SP.2016.56,sp,2016,,,07546539.txt
Understanding and Monitoring Embedded Web Scripts.,https://doi.org/10.1109/SP.2015.57,sp,2015,,,07163064.txt
OTO: online trust oracle for user-centric trust establishment.,http://doi.acm.org/10.1145/2382196.2382239,ccs,2012,,,p391-kim 2.31.52 PM.txt
Securing Self-Virtualizing Ethernet Devices.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/smolyar,uss,2015,,,sec15-paper-smolyar 2.31.51 PM.txt
Clubbing Seals: Exploring the Ecosystem of Third-party Security Seals.,http://doi.acm.org/10.1145/2660267.2660279,ccs,2014,,,
Dynamic searchable symmetric encryption.,http://doi.acm.org/10.1145/2382196.2382298,ccs,2012,,,p965-kamara 2.31.53 PM.txt
Enhancing Tor's performance using real-time traffic classification.,http://doi.acm.org/10.1145/2382196.2382208,ccs,2012,,,p73-alsabah 2.31.53 PM.txt
Enabling Fine-Grained Permissions for Augmented Reality Applications with Recognizers.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/jana,uss,2013,,,sec13-paper_jana.txt
Secure Deduplication of Encrypted Data without Additional Independent Servers.,http://doi.acm.org/10.1145/2810103.2813623,ccs,2015,,,p874-liu.txt
Subversion-Resilient Signature Schemes.,http://doi.acm.org/10.1145/2810103.2813635,ccs,2015,,,p364-ateniese.txt
Hybrid-Bridge: Efficiently Bridging the Semantic-Gap in Virtual Machine Introspection via Decoupled Execution and Training Memoization.,http://www.internetsociety.org/doc/hybrid-bridge-efficiently-bridging-semantic-gap-virtual-machine-introspection-decoupled,ndss,2014,,,
Optical Layer Failures in a Large Backbone.,http://dl.acm.org/citation.cfm?id=2987483,imc,2016,,,p461-ghobadi.txt
Gracewipe: Secure and Verifiable Deletion under Coercion.,http://www.internetsociety.org/doc/gracewipe-secure-and-verifiable-deletion-under-coercion,ndss,2015,,,
Identifying and Characterizing Sybils in the Tor Network.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/winter,uss,2016,,,sec16_paper_winter.txt
How Secure and Quick is QUIC? Provable Security and Performance Analyses.,https://doi.org/10.1109/SP.2015.21,sp,2015,,,07163028.txt
Mechanized Network Origin and Path Authenticity Proofs.,http://doi.acm.org/10.1145/2660267.2660349,ccs,2014,,,p346-zhang.txt
"Blindcoin: Blinded, Accountable Mixes for Bitcoin.",https://doi.org/10.1007/978-3-662-48051-9_9,fcw,2015,,,paper_3.txt
Practical Fully Simulatable Oblivious Transfer with Sublinear Communication.,https://doi.org/10.1007/978-3-642-39884-1_8,fc,2013,,,3-1.txt
Identifying and Aggregating Homogeneous IPv4 /24 Blocks with Hobbit.,http://dl.acm.org/citation.cfm?id=2987448,imc,2016,,,p151-lee.txt
Efficient Private Proximity Testing with GSM Location Sketches.,https://doi.org/10.1007/978-3-642-32946-3_7,fc,2012,,,paper_12.txt
SCORAM: Oblivious RAM for Secure Computation.,http://doi.acm.org/10.1145/2660267.2660365,ccs,2014,,,p191-wang.txt
Monte Carlo Strength Evaluation: Fast and Reliable Password Checking.,http://doi.acm.org/10.1145/2810103.2813631,ccs,2015,,,p158-dellamico.txt
An Empirical Analysis of a Large-scale Mobile Cloud Storage Service.,http://dl.acm.org/citation.cfm?id=2987465,imc,2016,,,p287-li.txt
Counterfeit Object-oriented Programming: On the Difficulty of Preventing Code Reuse Attacks in C++ Applications.,https://doi.org/10.1109/SP.2015.51,sp,2015,,,07163058.txt
Undermining Information Hiding (and What to Do about It).,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/goktas,uss,2016,,,sec16_paper_goktas.txt
Causality-based Sensemaking of Network Traffic for Android Application Security.,http://doi.acm.org/10.1145/2996758.2996760,ccsaisec,2016,,,p47-zhang.txt
Ghost Domain Names: Revoked Yet Still Resolvable.,http://www.internetsociety.org/ghost-domain-names-revoked-yet-still-resolvable,ndss,2012,,,12_1.txt
Dismantling Megamos Crypto: Wirelessly Lockpicking a Vehicle Immobilizer.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/verdult,uss,2013,,,sec15_supplement.txt
Follow the green: growth and dynamics in twitter follower markets.,http://doi.acm.org/10.1145/2504730.2504731,imc,2013,,,p163-stringhini.txt
Computer Security Clinical Trials: Lessons Learned from a 4-month Pilot Study.,https://www.usenix.org/conference/cset14/workshop-program/presentation/levesque,usscset,2014,,,cset14-paper-levesque.txt
Verified Correctness and Security of OpenSSL HMAC.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/beringer,uss,2015,,,sec15-paper-beringer.txt
Mayhem in the Push Clouds: Understanding and Mitigating Security Hazards in Mobile Push-Messaging Services.,http://doi.acm.org/10.1145/2660267.2660302,ccs,2014,,,p978-li.txt
Bridging the Data Gap: Data Related Challenges in Evaluating Large Scale Collaborative Security Systems.,https://www.usenix.org/conference/cset13/workshop-program/presentation/sonchack,usscset,2013,,,cset13-sonchack.txt
Beyond Disk Imaging for Preserving User State in Network Testbeds.,https://www.usenix.org/conference/cset12/workshop-program/presentation/mirkovic,usscset,2012,,,cset12-final22.txt
TaintART: A Practical Multi-level Information-Flow Tracking System for Android RunTime.,http://doi.acm.org/10.1145/2976749.2978343,ccs,2016,,,p331-sun.txt
GSMem: Data Exfiltration from Air-Gapped Computers over GSM Frequencies.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/guri,uss,2015,,,sec15-paper-guri.txt
GRECS: Graph Encryption for Approximate Shortest Distance Queries.,http://doi.acm.org/10.1145/2810103.2813672,ccs,2015,,,p504-meng.txt
Safe and Automated Live Malware Experimentation on Public Testbeds.,https://www.usenix.org/conference/cset14/workshop-program/presentation/alwabel,usscset,2014,,,cset14-paper-alwabel-final.txt
Self-service cloud computing.,http://doi.acm.org/10.1145/2382196.2382226,ccs,2012,,,p253-butt 2.31.52 PM.txt
Sancus: Low-cost Trustworthy Extensible Networked Devices with a Zero-software Trusted Computing Base.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/noorman,uss,2013,,,sec13-paper_noorman.txt
"Hash First, Argue Later: Adaptive Verifiable Computations on Outsourced Data.",http://doi.acm.org/10.1145/2976749.2978368,ccs,2016,,,p1304-fiore 2.31.51 PM.txt
Screen after Previous Screens: Spatial-Temporal Recreation of Android App Displays from Memory Images.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/saltaformaggio,uss,2016,,,sec16_paper_saltaformaggio.txt
