Name,URL,Conf.,Year,Used,Description,Produced,Description,Data,PDF_file_name
IDENTITY THEFT AS A TEACHABLE MOMENT,,weis,2016,Yes,"We use the Federal Reserve Bank of New York Consumer Credit Panel/Equifax data set (hereafter, CCP), combined with additional information on the timing (placement) and type of fraud alerts obtained from Equifax by the Payment Cards Center.",No,\,Data,WEIS_2016_paper_14-1.pdf
Whack-a-mole: Asymmetric Conflict and Guerrilla Warfare in Web Security ,,weis,2016,No,\,No,\,Non-data,WEIS_2016_paper_15-2.pdf
Identifying How Firms Manage Cybersecurity Investment ,,weis,2016,No,\,Yes,We recruited a total of 40 executives for this study ,Data,WEIS_2016_paper_19-1.pdf
Strategic News Bundling and Privacy Breach Disclosures,,weis,2016,Yes,The data for stock prices comes from the Center for Research in Security Prices (CRSP).|DatalossDB.org|Databreaches.net|PHIprivacy.net|Privacy Rights Clearinghouse,No,\,Data,WEIS_2016_paper_20-1.pdf
The Days Before Zero Day:Investment Models for Secure Software Engineering ,,weis,2016,No,\,No,\,Non-data,WEIS_2016_paper_21-2.pdf
Measuring Attitude towards Risk Treatment Actions amongst Information Security Professionals: an Experimental Approach,,weis,2016,No,\,No,\,Non-data,WEIS_2016_paper_22-5.pdf
Market Segmentation and Software Security: Pricing Patching Rights,,weis,2016,No,\,No,\,Non-data,WEIS_2016_paper_33-2.pdf
Data Security in the Digital Age: Reputation and Strategic Interactions in Security Investments ,,weis,2016,No,\,No,\,Non-data,WEIS_2016_paper_34-4.pdf
Privacy and Security Through the Lens of the Federal Trade Commissionês Bureau of Economics,,weis,2016,No,\,No,\,Non-data,WEIS_2016_paper_36-1.pdf
National-level risk assessment: A multi-country study of malware infections,,weis,2016,Yes,"The data was collected by Microsoft Malicious Software Removal Tool (MSRT), a malware cleaner utility that scans computers for infections of specific, prevalent malicious software and helps remove these infections",Yes,"The five less infected countries were Aland Islands (1.4%), Japan (3%), Cayman Islands (3.4%), Finland (3.6%) and Liechtenstien (3.7%), while the five most infected countries were Ethiopia (63.8%), Iraq (54.5%), Pakistan (54.2%), Yemen (51.8%) and Sudan (51.2%)",Data,WEIS_2016_paper_38-2-1.pdf
Malware and Market Share,,weis,2016,No,\,No,\,Non-data,WEIS_2016_paper_4-1.pdf
Risk Management for Third Party Payment Networks ,,weis,2016,Yes,"we analyzed one year of transac- tion data from the TPP network, spanning from from 1/8/2014 till 1/8/2015 and collected by Adyen, a globally active PSP.",No,\,Data,WEIS_2016_paper_43_1.pdf
MyTrackingChoices: Pacifying the Ad-Block War by Enforcing User Privacy Preferences,,weis,2016,Yes,"We incorporate Alexa.comês 500 top Web sites for almost each of the top-level categories.|we have approximately 76000 entries for English language. Three additional lists of unigrams and bigrams, although with a fewer number of entries, are also available for French, Spanish and Italian.|The collected data is from those users of MyTrackingChoices who downloaded it directly from Chrome Web Store. In order to study blocking ad behaviors.",No,\,Data,WEIS_2016_paper_48.pdf
Estimating the costs of consumer-facing cybercrime: A tailored instrument and representative data for six EU countries,,weis,2016,Yes,"We develop an instrument to measure the prevalence of cybercrime and the costs to consumers. We collected representative data for adult Internet users in the following six European member states (in protocol order): Germany (DE), Estonia (EE), Italy (IT), the Netherlands (NL), Poland (PL), and the United Kingdom (UK).",No,\,Data,WEIS_2016_paper_54-2.pdf
Join Me on a Market for Anonymity ,,weis,2016,Yes,We used JoinMarketês built-in order book watcher to monitor the available o_ers and stored a snapshot about every five minutes since the beginning of June 2015 until the end of January 2016. ,No,\,Data,WEIS_2016_paper_58.pdf
Determining an Optimal Threshold on the Online Reserves of a Bitcoin Exchange ,,weis,2016,No,\,No,\,Non-data,WEIS_2016_paper_68-2.pdf
The Impact of DDoS and Other Security Shocks on Bitcoin Currency Exchanges: Evidence from Mt. Gox ,,weis,2016,Yes,a trade history of Mt. Gox transactions was publicly leaked. ,,,Data,WEIS_2016_paper_7.pdf
Perverse Incentives in Security Contracts: A Case Study in the Colombian Power Grid,,weis,2016,No,\,No,\,Non-data,WEIS_2016_paper_71-1.pdf
"Given Enough Eyeballs, All Bugs Are Shallow? Revisiting Eric Raymond with Bug Bounty Programs",,weis,2016,Yes,"We have investigated a public data set of 35 public bug bounty programs from the HackerOne website. We collected the rewards received by security researchers, with their timestamps",No,\,Data,WEIS_2016_paper_76.pdf
International Comparison of Bank Fraud Reimbursement: Customer Perceptions and Contractual Terms,,weis,2016,Yes,"We surveyed the terms and conditions of 30 banks operating in 25 countries. The terms and conditions were reviewed to identify instructions or advice on security. This included how users should handle the PINs associated with their cards, as well as telephone and Internet banking credentials.|We recruited 151 participants in total: 41, 56 and 54 participants from the DE, UK and US respectively.",No,\,Data,WEIS_2016_paper_78-1.pdf
Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,,2016,Yes,"Our datasets come from different domains like Internet measurements,",No,\,Data,1402.3364.pdf
Evidence of spatial embedding in the IPv4 router-level Internet network,https://arxiv.org/pdf/1410.3340v1.pdf,,2014,Yes,by the Center for Applied Internet Data Analysis (CAIDA)|the MaxMind Geolite database for a subset of the routers to varying levels of precision.,No,\,Data,1410.3340v1.pdf
A Novel Methodology of Router-To-AS Mapping inspired by Community Discovery,https://arxiv.org/ftp/arxiv/papers/1512/1512.03916.pdf,,2015,Yes,PeeringDB IP-to-AS ground truth Data,No,\,Data,1512.03916.pdf
On Measuring the Geographic Diversity of Internet Routes,https://arxiv.org/pdf/1601.01116v1.pdf,,2016,Yes,Therefore we used the data ,No,\,Data,1601.01116v1.pdf
Towards Characterizing International Routing Detours,https://arxiv.org/pdf/1606.05047.pdf,,2016,Yes,MaxMind GeoLite,No,\,Data,1606.05047.pdf
An Empirical Comparison of Botnet Detection Methods,https://pdfs.semanticscholar.org/eabb/a0b46f4325d28d6e02f4ebbf70f40a1263a5.pdf,,2014,Yes,The dataset used in the paper includes an IRC-based Botnet|indexed three Botnet datasets2 until|A custom botnet dataset was created to verify five| Ericsson Research created a normal dataset that was used in Saad|A considerable amount of malware traffic in pcap forma|Another dataset with malware logs and benign logs was collected in NexGinRC|The last dataset analyzed,No,\,Data,a0b46f4325d28d6e02f4ebbf70f40a1263a5.pdf
"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,,2014,Yes,We analyzed BGP announcements captured by all|we used a dataset compiled by Geoff Hus- ton|We collected unsampled NetFlow records| We collected per-flow logs from a vantage| We collected full packet traces from the|Our fourth VP is a large European IXP inter-|We used the ISI Internet Census dataset|We extracted IP addresses from logs of Project,No,\,Data,lost_in_space.pdf
How and How Much Traceroute Confuses Our Understanding of Network Paths,http://wpage.unina.it/pescape/doc/routerpaths_lanman2016.pdf,,2016,Yes," selected at random from a list of 102,404 reachable destinations|Our dataset contains more than 900 thousand",No,\,Data,routerpaths_lanman2016.pdf
