Name,URL,Conf.,Year,Used,Description,Produced,Description,Data,PDF_file_name,citeNum,Public
Evolution of a location-based online social network: analysis and models.,http://doi.acm.org/10.1145/2398776.2398793,IMC,2012,Yes,we have downloaded daily snapshots of Gowalla data ,No,\,Data,p145-allamanis.pdf,76,No
BareCloud: Bare-metal Analysis-based Evasive Malware Detection.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kirat,USENIX,2014,No,\,Yes,We first built the ground truth dataset of evasive mal- ware and non-evasive malware samples.,Data,sec14-paper-kirat.pdf,78,No
Towards Detecting Anomalous User Behavior in Online Social Networks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/viswanath,USENIX,2014,No,\,Yes,"We collected three datasets to capture normal user behav- ior. The first dataset is the 719 users that are part of the SIGCOMM [33] and COSN [24] Facebook groups. | For our second dataset, we use the random sampling of Facebook users described in Section 4.1. |A compromise between the two extremes is our third dataset:| We collected data for three types of anomalous behav- iors: fake (Sybil) accounts that do not have any normal user activity|We then used Selenium to crawl the publicly visible data for these users|we crawled the publicly-visible user behavior of the black-market users who liked our pages.|The Yelp dataset consists of all 92,725 Yelp reviewers in the San Francisco area|We collected the publicly visible like and Time- line [34] activity of 13,991 users over the 26 month pe- riod ending in August 2013. |The Twitter dataset consists of a random sample of 100K out of the 19M Twitter users",Data,sec14-paper-viswanath.pdf,79,No
Effective Attacks and Provable Defenses for Website Fingerprinting.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wang_tao,USENIX,2014,Yes,"We selected our list of 5,000 non- monitored pages from Alexaês top 10,000",Yes,We use a list of 90 instances each of 100 sensitive pages |,Data,sec14-paper-wang-tao.pdf,85,No
A Large-Scale Analysis of the Security of Embedded Firmwares.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/costin,USENIX,2014,No,\,Yes,"Our crawler collected 759,273 files, for a total of 1.8TB of data. ",Data,sec14-paper-costin.pdf,91,No
DNS to the rescue: discerning content and services in a tangled web.,http://doi.acm.org/10.1145/2398776.2398819,IMC,2012,Yes,All our datasets are collected at the Points-of-Presence (PoP) of large ISPs where the end customers are connected to the Internet. ,No,\,Data,p413-bermudez.pdf,92,No
SoK: P2PWNED - Modeling and Evaluating the Resilience of Peer-to-Peer Botnets.,http://dx.doi.org/10.1109/SP.2013.17,SP,2013,No,\,No,we enumerated eleven botnets that ,Data,06547104.pdf,103,No
"Trawling for Tor Hidden Services: Detection, Measurement, Deanonymization.",http://dx.doi.org/10.1109/SP.2013.15,SP,2013,No,\,Yes,At the end of the experiment we collected 39824 unique onion addresses.|We also fetched the descriptors from the memory of running Tor instances and obtained 58389 descriptors in total,Data,06547103.pdf,105,No
"Video telephony for end-consumers: measurement study of Google+, iChat, and Skype.",http://doi.acm.org/10.1145/2398776.2398816,IMC,2012,No,\,Yes,"In our Wireshark trace analysis, we capture those TCP and UDP sessions, whose durations are long enough (at least half of the conference ses- sion time) and data rates are significant ",Data,p371-xu.pdf,111,No
Breaking for commercials: characterizing mobile advertising.,http://doi.acm.org/10.1145/2398776.2398812,IMC,2012,Yes,"top 10 most popular free apps on Google Play|In this section we characterize ad traffic leveraging on a data set containing 1.7 billion traffic connections, which corresponds to 22TB of volume downloaded on 13th Aug. 2011 by more than 3 million subscribers of a major European mobile network.",No,\,Data,p343-vallinarodriguez.pdf,121,No
Cell vs. WiFi: on the performance of metro area mobile connections.,http://doi.acm.org/10.1145/2398776.2398808,IMC,2012,Yes,"The data we consider in our initial evaluation were collected from servers located in 15 metro areas over a period of 15 weeks from February 21, 2011 through June 5, 2011. ",No,\,Data,p301-sommers.pdf,124,No
Tackling bufferbloat in 3G/4G networks.,http://doi.acm.org/10.1145/2398776.2398810,IMC,2012,No,\,Yes,a whole day with a one-minute interval between each run. That results in more than 300 samples for each experiment based on which we calculate the average and the confidence interval. ,Data,p329-jiang.pdf,132,No
"Evolution of social-attribute networks: measurements, modeling, and implications using google+.",http://doi.acm.org/10.1145/2398776.2398792,IMC,2012,No,\,Yes,we began to crawl daily snapshots of pub- lic Google+ social network structure and user profiles ,Data,p131-gong.pdf,137,No
Cookieless Monster: Exploring the Ecosystem of Web-Based Device Fingerprinting.,http://dx.doi.org/10.1109/SP.2013.43,SP,2013,Yes,"Alexa top 10,000 sites",Yes,"we used a list of 3,804 domains of sites that, when analyzed by Wepawet | we crawled up to 20 pages for each of the Alexa top 10,000 sites|we ana- lyzed the fingerprinting libraries of three large, commercial companies",Data,06547132.pdf,216,No
Video stream quality impacts viewer behavior: inferring causality using quasi-experimental designs.,http://doi.acm.org/10.1145/2398776.2398799,IMC,2012,Yes,The data sets that we use for our analysis are collected from a large cross section of actual users around the world who play videos using media players that incorporate the widely-deployed Akamaiês client-side media analytics plug in ,No,\,Data,p211-krishnan.pdf,325,No
Consumer Attitudes Toward Data Breach Notifications and Loss of Personal Information,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_11-2.pdf,WEIS,2016,Yes,"The survey was conducted using the American Life Panel, a nationally representative panel of more than 6,000 adults who participate in Internet-based surveys covering a diverse set of issues. Fielded between May 15 and June 1, 2015, the survey was designed to provide a snapshot of the frequency of breach notifications and the types of data compromised, as well as consumer reactions to the breach, the notification process, and the affected company. Our survey was fielded between May 14 and June 1, 2015, to 2,618 adults.",No,\,Data,WEIS_2016_paper_11-2.pdf,7,No
"Analysis of a /0"" stealth scan from a botnet.""",http://doi.acm.org/10.1145/2398776.2398778,IMC,2012,Yes,DShield is a constantly updated reposi- tory of scanning and attack reports|MAWI WIDE Samplepoint-F,No,\,Data,p1-dainotti.pdf,0,Yes
Estimating the costs of consumer-facing cybercrime: A tailored instrument and representative data for six EU countries,,WEIS,2016,Yes,"We develop an instrument to measure the prevalence of cybercrime and the costs to consumers. We collected representative data for adult Internet users in the following six European member states (in protocol order): Germany (DE), Estonia (EE), Italy (IT), the Netherlands (NL), Poland (PL), and the United Kingdom (UK).",No,\,Data,WEIS_2016_paper_54-2.pdf,0,Yes
DroydSeuss: A Mobile Banking Trojan Tracker (Short Paper).,https://doi.org/10.1007/978-3-662-54970-4_14,FC,2016,Yes,"For the purpose of this evaluation we used 4,293 samples of banking trojans, downloaded nightly through the VirusTotal Intelligence API|Alexa Top 1M domain list",No,\,Data,14_Coletta.pdf,1,Yes
"Given Enough Eyeballs, All Bugs Are Shallow? Revisiting Eric Raymond with Bug Bounty Programs",,WEIS,2016,Yes,"We have investigated a public data set of 35 public bug bounty programs from the HackerOne website. We collected the rewards received by security researchers, with their timestamps",No,\,Data,WEIS_2016_paper_76.pdf,1,Yes
VCCFinder: Finding Potential Vulnerabilities in Open-Source Projects to Assist Code Audits,http://dl.acm.org/citation.cfm?doid=2810103.2813604,CCS,2015,Yes,"Our heuristic maps the 718 CVEs of our dataset to 640 VCCs. |we have a large set of 169,502 unclassified commits.|we use the years 2011| Common Weakness Enumeration (CVE) database",Yes,"the first large-scale mapping of CVEs to GitHub commits|We created a large test database containing 66 C and C++ project with 170,860 commits on",Data,p426-perl.pdf,13,Yes
Maneuvering Around Clouds: Bypassing Cloud-based Security Providers,http://dl.acm.org/citation.cfm?doid=2810103.2813633,CCS,2015,Yes,Alexa top 1 million|the publicly available data of ,Yes,we conduct a large-scale analysis in which we attempt to uncover the origin of CBSP-protected domains.,Data,p1530-vissers.pdf,14,Yes
Routing state distance: a path-based metric for network analysis.,http://doi.acm.org/10.1145/2398776.2398802,IMC,2012,Yes,"To evaluate our methods, we use a collection of BGP ta- bles collected on midnight UTC on December 6, 2011 from the Routeviews [18] and RIPE [16] repositories. ",No,\,Data,p239-gursun.pdf,14,Yes
Factoring as a Service.,https://doi.org/10.1007/978-3-662-54970-4_19,FC,2016,Yes,We analyzed several DNSSEC datasets |contained in the Rapid7 dataset|We examined IPv4 scan results for HTTPS on port 443 performed using Zmap,Yes,We conducted two Zmap scans of the full IPv4 space ,Data,19_Valenta.pdf,15,Yes
Concurrent prefix hijacks: occurrence and impacts.,http://doi.acm.org/10.1145/2398776.2398780,IMC,2012,Yes,WHOIS ,Yes,"Applying our algorithm to BGP data collected by Route- Views Oregon collector, we detect totally 60 concurrent pre- fix hijacks from 2003 through 2010, ",Data,p29-khare.pdf,21,Yes
SpanDex: Secure Password Tracking for Android.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/cox,USENIX,2014,No,\,Yes,"First, we ran 50 popular apps from Googleês Play Store. ",Data,sec14-paper-cox.pdf,22,Yes
When Governments Hack Opponents: A Look at Actors and Technology.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/marczak,USENIX,2014,No,\,Yes,"We searched for the dis- tinctive SSL certificates in two Internet Census service probes, and SSL certificate scans from ZMap|we probed all of the IP ad- dresses that we collected|our fingerprints matched 92 dis- tinct IP addresses in 35 different countries.",Data,sec14-paper-marczak.pdf,22,Yes
From the Aether to the Ethernet - Attacking the Internet using Broadcast Digital Television.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/oren,USENIX,2014,No,\,Yes,Our analysis was based on the NASA SEDAC Metropolitan Statistical Areas dataset ,Data,sec14-paper-oren.pdf,30,Yes
Wire-speed statistical classification of network traffic on commodity hardware.,http://doi.acm.org/10.1145/2398776.2398784,IMC,2012,Yes,Real traffic consists of a packet-level trace sniffed in 2009 ,No,\,Data,p65-santiago.pdf,31,Yes
A Large-Scale Empirical Analysis of Chinese Web Passwords.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/li_zhigong,USENIX,2014,No,\,Yes,"we analyzed a corpus of over 100 million passwords from multiple websites that are in Chinese and English, respectively",Data,sec14-paper-li-zhigong.pdf,31,Yes
Blanket Execution: Dynamic Similarity Testing for Program Binaries and Components.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/egele,USENIX,2014,No,\,Yes,"In total our dataset consists of 1,140 unique binary applications,| In our dataset 37 different programs contained duplicates ",Data,sec14-paper-egele.pdf,34,Yes
On the incompleteness of the AS-level graph: a novel methodology for BGP route collector placement.,http://doi.acm.org/10.1145/2398776.2398803,IMC,2012,Yes,"There are three main projects that collect BGP data and make it publicly available on the web: RouteViews, RIS and PCH. ",No,\,Data,p253-gregori.pdf,39,Yes
Burst ORAM: Minimizing ORAM Response Times for Bursty Access Patterns.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/dautrich,USENIX,2014,Yes,The third workload is based on the NetApp Dataset ,No,\,Data,sec14-paper-dautrich.pdf,44,Yes
A Bayesian Approach to Privacy Enforcement in Smartphones.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/tripp,USENIX,2014,Yes,"we relied on (i) an extensive study by Hornyack et al. spanning 1,100 top-popular free Android apps |",No,\,Data,sec14-paper-tripp.pdf,52,Yes
A Scanner Darkly: Protecting User Privacy from Perceptual Applications.,http://dx.doi.org/10.1109/SP.2013.31,SP,2013,Yes,We also experimentally estimated the entropy of sketches on a dataset of 30 frontal face images sampled from the Color FERET database.,Yes,We evaluated DARKLY on 20 OpenCV applications,Data,06547120.pdf,59,Yes
New kid on the block: exploring the google+ social graph.,http://doi.acm.org/10.1145/2398776.2398794,IMC,2012,No,\,Yes,We used a total of 11 machines with different IP addresses to efficiently gather large amount of data ,Data,p159-magno.pdf,69,Yes
Privacy-Preserving Ridge Regression on Hundreds of Millions of Records.,http://dx.doi.org/10.1109/SP.2013.30,SP,2013,Yes,we ran our system on real datasets retrieved from the UCI repository,No,\,Data,06547119.pdf,91,Yes
